Name,Region,Country,City,Fest START Date,Fest END Date,Festival Lengh,Website,Entry Categories,Specialization,A-list,Deadline Regular,Deadline Extended,Free Submission,Link submission,Platform for submission,Notes about submission,Status,Last update
Morelia International Film Festival,North America,Mexico,Morelia,10/10/2025,19/10/2025,10 days,https://moreliafilmfest.com/en/,"Feature Documentary,Short Documentary",,,12/7/2025,,,https://inscripciones.moreliafilmfest.com/,,"Submission Deadline TBC
Academy-qualifying festival; focus on Mexican film. 

No submissions information and the English-language.

The regulations for submission for 2024: https://moreliafilmfest.com/en/node/97322",Active,4/23/2025
Moscow International Film Festival,Europe,Russia,Moscow,17/4/2025,24/4/2025,8 days,https://fest.moscowfilmfestival.ru/en,"Short Documentary,Mid-length Documentary,Feature Documentary",,,28/2/2025,,,https://filmmakers.festhome.com/festival/miff-10,Festhome,Accepts shorts (under 35') and feature films (over 52').,Active,4/23/2025
Movies that Matter Festival,Europe,Netherlands,The Hague,20/3/2026,28/3/2026,9 days,https://moviesthatmatter.nl/en/festival/,"Short Documentary,Feature Documentary",Human Rights,,,,,https://moviesthatmatter.nl/en/festival/industry/film-submissions/,,"Submissions for the Movies that Matter Festival 2026 open in June 2025.
You can submit your film from June to November. exact dates TBA

All lengths accepted
Regulations: https://moviesthatmatter.nl/festival/industry/film-insturen/rules-regulations-submissions/
",Active,4/23/2025
Muestra de Cine Internacional Memoria Verdad Justicia,Central and South America,Guatemala,Guatemala City,8/5/2025,18/5/2025,11 days,https://www.memoriaverdadjusticia.com.gt/,"Feature Documentary,Short Documentary,Mid-length Documentary",Human Rights,,,,checked,https://filmmakers.festhome.com/es/festival/muestra-de-cine-internacional-memoria-verdad-justicia,Festhome,"

",Active,4/23/2025
Nantucket Film Festival,North America,USA,"Nantucket, MA",25/6/2025,30/6/2025,6 days,http://nantucketfilmfestival.org/#elevent,"Short Documentary,Feature Documentary,Mid-length Documentary",,,10/1/2025,8/3/2025,,https://nantucketfilmfestival.org/submit-films/,,Documentary shorts are under 40 minutes; anything 40 minutes and longer considered a feature. ,Active,12/25/2024
Naples Human Rights Film Festival,Europe,Italy,Naples,11/11/2024,22/11/2024,12 days,https://www.cinenapolidiritti.it/web/?lang=en,"Mid-length Documentary,Feature Documentary,Short Documentary","Human Rights,Children and young audiences",,30/6/2024,,,https://filmfreeway.com/FestivaldelCinemadeiDirittiUmanidiNapoli,FilmFreeway,"No info about 2025 edition available.

Features: longer than 52 minutes.
Short films: less than or equal to 52 minutes.",Active,4/23/2025
Nashville Film Festival,North America,USA,"Nashville, TN",18/9/2025,24/9/2025,7 days,https://nashvillefilmfestival.org,"Feature Documentary,Short Documentary,Mid-length Documentary",,,7/5/2025,6/6/2025,,https://filmfreeway.com/NashFilm,FilmFreeway,"Shorts are under 40 minutes. 

Guidelines: https://nashvillefilmfestival.org/film-competition/",Active,4/23/2025
Nepal Human Rights International Film Festival,Asia Pacific,Nepal,Kathamandu,4/12/2025,8/12/2025,5 days,http://nhriff.hrfilms.org,"Short Documentary,Mid-length Documentary,Feature Documentary",Human Rights,,31/7/2025,15/10/2025,,https://filmfreeway.com/hrfilmnepal ; https://filmmakers.festhome.com/f/2533,"FilmFreeway,Festhome",,Active,4/23/2025
New Directors/New Films Festival,North America,USA,"New York City, NY",2/4/2025,13/4/2025,12 days,https://www.newdirectors.org/,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",Emerging,,,,,,,"Via invitation.
",Active,4/23/2025
New Horizons Film Festival ,Europe,Poland,Warsaw,17/7/2025,27/7/2025,11 days,https://www.nowehoryzonty.pl/?lang=en,"Feature Documentary,Creative/Experimental",,,15/3/2025,,,https://www.nowehoryzonty.pl/artykul.do?lang=en&id=3076,,Accepts submissions of films longer than 60 minutes. ,Active,4/23/2025
New Media Film Festival,North America,USA,"Los Angeles, CA",4/6/2025,5/6/2025,2 days,https://www.newmediafilmfestival.com,"Short Documentary,Mid-length Documentary,Feature Documentary,VR/AR,Audio,Student Documentary",,,6/10/2024,6/4/2025,,https://filmfreeway.com/NewMediaFilmFestival,FilmFreeway,"See guidelines for multiple category submissions: https://www.newmediafilmfestival.com/submit/ 
",Active,4/23/2025
New Orleans Film Festival,North America,USA,"New Orleans, LA",23/10/2025,28/10/2025,6 days,https://neworleansfilmsociety.org/festival/,"Short Documentary,Feature Documentary,Creative/Experimental",,,7/3/2025,30/5/2025,,https://neworleansfilmsociety.org/submit/,,"Check more deadlines in the submission guidelines. 
Shorts: 40 minutes and under; anything over 40 minutes is considered a feature.",Active,4/23/2025
New York Film Festival,North America,USA,New York City,26/9/2025,13/10/2025,18 days,https://www.filmlinc.org/nyff,"Short Documentary,Feature Documentary",,,5/5/2025,,,https://filmfreeway.com/NYFF,FilmFreeway,"Short film submissions only. Max 40 mins
Feature film submissions are by invitation only.",Active,4/23/2025
NewFest LGBTQ Festival,North America,USA,"New York City, NY",9/10/2025,21/10/2025,13 days,https://newfest.org,"Short Documentary,Feature Documentary,Mid-length Documentary",2SLGBTQIA+ ,,7/5/2025,11/7/2025,,https://filmfreeway.com/NewFest,FilmFreeway,Shorts are 40 minutes and under; anything over 40 minutes is considered a feature.  ,Active,4/23/2025
Newport Beach Film Fest,North America,USA,"Newport Beach, CA",16/10/2025,23/10/2025,8 Days,https://newportbeachfilmfest.com/,"Feature Documentary,Short Documentary,Mid-length Documentary",,,27/6/2025,18/7/2025,,https://filmfreeway.com/NewportBeachFilmFestival ; https://vp.eventival.com/nbff,"FilmFreeway,Eventival","Shorts under 40 min
Features 40 min and over
https://newportbeachfilmfest.com/guidelines/",Active,5/12/2025
Nordisk Panorama,Europe,Sweden,Malmö,18/9/2025,23/9/2025,6 days,https://nordiskpanorama.com/en/festival/,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,15/3/2025,15/4/2025,,https://nordiskpanorama.com/en/industry/films/film-registration/ ,,"Industry Marketplace for the region is also part of the festival.
Regulations:
https://nordiskpanorama.com/en/industry/films/nordisk-panorama-festival-market-regulations/",Active,4/23/2025
Norwich Film Festival,Europe,United Kingdom,Norwich,3/11/2025,16/11/2025,14 days,https://www.norwichfilmfestival.co.uk,"Short Documentary,Student Documentary",,,25/5/2025,29/6/2025,,https://filmfreeway.com/NorwichFilmFestival,FilmFreeway,"Films must be 25 minutes or less. 
",Active,4/23/2025
Nuremberg International Human Rights Film Festival,Europe,Germany,Nuremberg,15/10/2025,22/10/2025,8 days,https://www.nihrff.de/en/,,Human Rights,,,,,,,Programme is fully curated by the festival,Active,4/23/2025
Omaha Film Festival,North America,USA,"Omaha, NB",11/3/2025,16/3/2025,6 days,https://omahafilmfestival.org,"Short Documentary,Mid-length Documentary,Feature Documentary",,,2/9/2024,18/11/2024,,https://filmfreeway.com/OmahaFilmFestival,FilmFreeway,"Accepts documentaries from 26 to 180 minutes. 

More info: https://omahafilmfestival.org/call-for-entries/",Active,12/25/2024
One World International Human Rights Documentary Film Festival,Europe,Czech Republic,Prague + 57 Cities,12/3/2025,27/4/2025,47 days,https://www.oneworld.cz/festival/,"Mid-length Documentary,Feature Documentary,VR/AR,Student Documentary,Short Documentary",Human Rights,,1/9/2024,1/11/2024,,"https://my.oneworld.cz/film-submission#:~:text=26th%20annual%20One,profit%20and%20non%2Dgovernmental%20organization.",,Minimum length for mid-length is 40 minutes.,Active,4/23/2025
Open City Documentary Festival ,Europe,United Kingdom,London,6/5/2025,11/5/2025,6 days,https://opencitylondon.com,"Short Documentary,Creative/Experimental,Mid-length Documentary,Feature Documentary,Audio,VR/AR",,,13/12/2024,13/12/2024,,https://filmfreeway.com/OpenCityDocumentaryFestival,FilmFreeway,"Shorts: Films under 40 minutes
Features: Films over 40 minutes ",Active,12/25/2024
Panama Film Festival,Central and South America,Panama,Panamá City,3/4/2025,6/4/2025,4 days,https://iffpanama.org/en/inicio-en/,Feature Documentary,,,,,,https://iffpanama.ong/en/your-industry/,,See social media for updates: https://www.facebook.com/IFFPanama and submission lengths. ,Active,4/23/2025
Philadelphia Film Festival,North America,USA,"Philadelphia, PA",16/10/2024,26/10/2025,11 days,https://filmadelphia.org/festival/,"Short Documentary,Feature Documentary,Mid-length Documentary",,,16/6/2025,13/8/2025,,https://filmfreeway.com/PhiladelphiaFilmFestival,FilmFreeway,"Shorts: 50 minutes and under. feature:  over 50 minutes.

See guidelines: http://filmadelphia.org/submissions/",Active,4/23/2025
PlayDoc - International Documentary Film Festival,Europe,Spain,"Tui, Galicia",7/5/2025,11/5/2025,5 days,https://www.play-doc.com/en/,Feature Documentary,Independent film,,7/4/2025,,,https://www.play-doc.com/en/call-for-entries-open-now/,,,Active,4/23/2025
Portland Film Festival,North America,USA,"Portland, OR",1/10/2025,5/10/2025,5 days,https://portlandfilm.org,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",,,7/5/2025,18/6/2025,,https://filmfreeway.com/PortlandFilm ,FilmFreeway,"Shorts: 40 minutes and under; anything over 40 minutes is considered a feature. 

More info: https://portlandfilm.org/festival/submit-your-film/ 
",Active,4/23/2025
Porto/Post/Doc: Film & Media Festival,Europe,Portugal,Porto,20/11/2025,29/11/2025,9 days,https://www.portopostdoc.com,"Feature Documentary,Creative/Experimental,Student Documentary,VR/AR,Short Documentary","Music,Children and young audiences",,30/4/2025,31/7/2025,,https://filmfreeway.com/portopostdoc,FilmFreeway,"Features 60 min
Mid Length 31-60 min
Shorts up to 30 min

More info: https://www.portopostdoc.com/home-en/opencall/",Active,4/23/2025
Provincetown International Film Festival,North America,USA,"Provincetown, MA",11/6/2025,15/6/2025,5 days,https://www.provincetownfilm.org/festival/,"Short Documentary,Mid-length Documentary,Feature Documentary",,,15/12/2023,15/2/2024,,https://www.provincetownfilm.org/festival/submit/,FilmFreeway,"Shorts: 40 minutes and under; anything over 40 minutes is considered a feature. 

Call for entries 2025 opens in November 2024.",Active,12/25/2024
Punto de Vista - International Documentary Film Festival of Navarra,Europe,Spain,Pamplona,2/3/2026,7/3/2026,6 days,https://www.puntodevistafestival.com/index.asp,"Feature Documentary,Mid-length Documentary,Short Documentary,Creative/Experimental",,,8/9/2025,,,https://www.puntodevistafestival.com/en/registration-2025,,"Exact submissions deadlines TBA
https://www.puntodevistafestival.com/en/news/2025/the-punto-de-vista-festival-announces-dates-for-its-20th-edition-after-its-current-artistic-director-departs",Active,5/6/2025
RAI Film Festival - Royal Anthropological Institute Film Festival,Europe,United Kingdom,Bristol,11/6/2025,15/6/2025,4 days,https://raifilm.org.uk,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",Ethnographic film,,31/8/2024,30/9/2024,,https://filmfreeway.com/RAIFilmFestival,FilmFreeway,"short: 30 minutes and under; anything over 30 minutes is a feature. 
Fee waivers possible. ",Active,4/23/2025
Raindance Film Festival,Europe,United Kingdom,London,18/6/2025,27/6/2025,11 days,https://www.raindance.org/festival/,"Short Documentary,Mid-length Documentary,Feature Documentary,VR/AR",Emerging,,13/1/2025,17/2/2025,,https://filmfreeway.com/Raindance,FilmFreeway,"Feature: over 45 min 
Short: under 45 min

More info: https://raindance.org/festival/submit/films/",Active,12/25/2024
Red Sea International Film Festival,Middle East and North Africa,Saudi Arabia,Jeddah,4/12/2025,13/12/2025,10 days,https://redseafilmfest.com/en/,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,7/7/2025,,,https://redseafilmfest.com/en/film-submissions/,,"Submission dates for 2026 TBC
Shorts: under 59 minutes
Features: over 60 minutes

Rules & regulations: https://redseafilmfest.com/en/rules-regulation/",Active,4/23/2025
Reykjavik International Film Festival,Europe,Iceland,Reykjavik,25/9/2025,5/10/2025,11 days,https://riff.is/en/,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary","Independent film,Emerging",,14/7/2025,,,https://filmfreeway.com/ReykjavikInternationalFilmFestival,FilmFreeway,More info: https://riff.is/en/film-submission/,Active,4/23/2025
RIDM - Montréal International Documentary Festival ,North America,Canada,Montréal,20/11/2025,30/11/2025,11 days,https://ridm.ca/en,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental,VR/AR",,,15/6/2025,30/6/2025,,https://filmfreeway.com/RIDM,FilmFreeway,"Shorts and Mid between 1 and 59 min
Feature over 60 min

More info: https://ridm.ca/en/the-call-for-entries-is-op",Active,4/23/2025
RiverRun International Film Festival,North America,USA,"Winston-Salem, NC",17/4/2026,25/4/2026,9 days,https://www.riverrunfilm.com,"Short Documentary,Feature Documentary,Mid-length Documentary",,,1/11/2025,15/12/2025,,https://filmfreeway.com/RiverRun,FilmFreeway,"Exact submission deadlines TBA
Shorts are 40 minutes and under; anything over 40 minutes is considered a feature. ",Active,5/6/2025
Salem Film Fest,North America,USA,"Salem, MA",27/3/2025,30/3/2025,4 days,https://www.salemfilmfest.com,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",Independent film,,,,,,,"By invitation only. 

",Active,4/23/2025
Salento International Film Festival,Europe,Italy,Tricase,19/11/2025,24/11/2025,6 days,https://salentofilmfestival.com/?lang=en,"Short Documentary,Mid-length Documentary,Feature Documentary",,,30/4/2025,30/6/2025,,https://filmfreeway.com/SalentoInternationalFilmFestival,FilmFreeway,"Mid-length/feature any film 40 minutes and longer; under 40 considered shorts. 

More info: https://salentofilmfestival.com/index.php/call-2024/?lang=en",Active,4/23/2025
Salerno International Film Festival,Europe,Italy,Salerno,25/11/2024,30/11/2024,6 days,https://www.festivaldelcinema.it,"Short Documentary,Mid-length Documentary,Feature Documentary",,,30/9/2024,30/9/2024,,https://filmfreeway.com/festivalinternazionaledelcinemadisalerno ; https://filmmakers.festhome.com/en/festival/festival-internazionale-del-cinema-di-salerno,"FilmFreeway,Festhome","No info about 2025 yet.
Shorts under 60 minutes; features anything longer than 60 minutes. 
",Active,4/23/2025
San Diego International Film Festival,North America,USA,"San Diego, CA",15/10/2025,19/10/2025,5 days,https://sdfilmfest.com,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",,,1/4/2025,5/7/2025,,https://filmfreeway.com/SanDiegoFilmFestival,FilmFreeway,"Shorts are under 30 minutes; anything longer than 30 minutes considered a feature. 
",Active,4/23/2025
San Francisco Documentary Festival,North America,USA,"San Francisco, CA",29/5/2025,8/6/2025,11 days,https://sfindie.com,"Short Documentary,Mid-length Documentary,Feature Documentary",,,15/3/2025,5/4/2025,,https://filmfreeway.com/SanFranciscoDocumentaryFestival,FilmFreeway,Short film is under 20; mid-length is 20-45; feature is anything longer than 45 minutes. ,Active,12/25/2024
San Francisco International Film Festival,North America,USA,"San Francisco, CA",17/4/2025,27/4/2025,11 days,https://sffilm.org,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,14/11/2024,12/12/2024,,https://filmfreeway.com/SFFILMFestival,FilmFreeway,Short: under 30; mid-length is 31-50; feature is anything longer than 60 minutes. ,Active,4/23/2025
San Luis Obispo International Film Festival ,North America,USA,"San Luis Obispo, CA",24/4/2025,29/4/2025,6 days,https://slofilmfest.org/#elevent,"Short Documentary,Mid-length Documentary,Feature Documentary",,,31/10/2024,30/11/2024,,https://filmfreeway.com/slofilmfest,FilmFreeway,"
",Active,12/25/2024
San Sebastian Film Festival,Europe,Spain,Donostia-San Sebastián,19/9/2025,27/9/2025,9 days,https://www.sansebastianfestival.com/in/,"Feature Documentary,Short Documentary,Mid-length Documentary,Student Documentary",Fiction (mainly),,17/6/2025,,,https://www.sansebastianfestival.com/film_registration/1/4908/in,,"Shorts and mid-length films will be considered only for the Zabaltegi-Tabakalera Section (see guidelines). 

Regulations: https://www.sansebastianfestival.com/2025/film_registration/rules_and_regulations/1/22293/in
",Active,4/23/2025
San Sebastian Human Rights Film Festival,Europe,Spain,Donostia and San Sebastian,4/4/2025,11/4/2025,8 days,https://www.zinemaetagizaeskubideak.eus/,"Short Documentary,Mid-length Documentary,Feature Documentary",Human Rights,,8/1/2025,,,https://www.zinemaetagizaeskubideak.eus/2024/index.php?option=com_content&view=article&id=145&Itemid=55&lang=en,,"Submission guidelines: https://www.zinemaetagizaeskubideak.eus/2024/index.php?lang=en#
Check guidelines for film lengths.

",Active,4/24/2025
Santa Barbara International Film Festival,North America,USA,"Santa Barbara, CA",4/2/2026,14/2/2026,11 days,https://sbiff.org,"Short Documentary,Mid-length Documentary,Feature Documentary",,,19/9/2025,3/12/2025,,https://filmfreeway.com/SBIFF,FilmFreeway,Shorts: under 40 minutes. Features: 40 minutes and longer. ,Active,4/24/2025
Santa Fe Film Festival,North America,USA,"Santa Fe, NM",24/4/2025,27/4/2025,4 days,http://santafefilmfestival.com/index/,Feature Documentary,,,1/7/2024,2/9/2024,,https://filmfreeway.com/TheSantaFeFilmFestival,FilmFreeway,More info: https://santafefilmfestival.com/index/submit/,Active,4/24/2025
Santiago Álvarez in Memoriam. Festival internacional de documentales ,Caribbean ,Cuba,Santiago de Cuba,15/3/2025,21/3/2025,7 days,http://santiagoalvarez.org/,Feature Documentary,,,30/11/2024,,,,,Info about 2026 edition not available yet.,Active,4/24/2025
Sarajevo Film Festival,Europe,Bosnia and Herzegovina,Sarajevo,15/8/2025,22/8/2025,8 days,https://www.sff.ba/en,"Feature Documentary,Short Documentary,Student Documentary",,,25/5/2025,,,https://vp.eventival.com/sarajevoff,Eventival,"Shorts under 30 min
Features any length

Some competitions limited to Albania, Armenia, Austria, Azerbaijan, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Georgia, Greece, Hungary, Kosovo*, North Macedonia, Malta, Moldavia, Montenegro, Romania, Serbia, Slovenia and Turkey. 

Regulations: https://www.sff.ba/en/page/film-submission-rules-and-regulations ",Active,4/24/2025
Sarasota Film Festival,North America,USA,"Sarasota, FL",4/4/2025,13/4/2025,10 days,https://sarasotafilmfestival.com,"Feature Documentary,Mid-length Documentary,Short Documentary",,,1/12/2024,1/2/2025,,https://filmfreeway.com/SarasotaFilmFestival,FilmFreeway,"Features are films 40 minutes and longer. 

",Active,12/25/2024
SCAD Savannah Film Festival,North America,USA,"Savannah, GA",25/10/2025,1/11/2025,8 days,https://filmfest.scad.edu,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",,,1/6/2025,15/7/2025,,https://filmfreeway.com/SCADSavannahFilmFestival,FilmFreeway,"Shorts up to 40 min

More info: https://filmfest.scad.edu/festival/submit-your-film ",Active,4/24/2025
Scanorama European Film Forum ,Europe,Lithuania,Vilnius,6/11/2025,23/11/2025,18 days,https://www.scanorama.lt/en,Short Documentary,"Emerging,European",,7/7/2025,4/8/2025,,https://filmfreeway.com/Scanorama ,FilmFreeway,"Shorts up to 30 min
Features by invitation only
Applying production company must be based in a European country;
Applying filmmakers may have directed no more than 3 short films and have not yet debuted with a feature film;",Active,4/24/2025
Seattle International Film Festival,North America,USA,"Seattle, WA",15/5/2025,25/5/2025,11 days,https://www.siff.net/festival,"Short Documentary,Mid-length Documentary,Feature Documentary",,,19/12/2024,9/1/2025,,https://filmfreeway.com/SIFF,FilmFreeway,"Shorts are 40 minutes and under; anything 41 minutes and longer is considered a feature. 

More info: https://www.siff.net/festival/submissions",Active,4/24/2025
Sebastopol Documentary Film Festival,North America,USA,"Sebastapol, CA",27/3/2025,30/3/2025,4 days,https://www.sebastopolfilmfestival.org,"Short Documentary,Mid-length Documentary,Feature Documentary",,,31/8/2024,30/9/2024,,https://filmfreeway.com/SebastopolDocumentaryFilmFestival,FilmFreeway,"Features are 40 minutes & over.
Short films 1-39 minutes.",Active,4/24/2025
Sedona International Film Festival,North America,USA,"Sedona, AZ",21/2/2026,1/3/2026,9 days,https://sedonafilmfestival.com,"Short Documentary,Mid-length Documentary,Feature Documentary",,,20/9/2025,,,https://filmfreeway.com/SedonaInternationalFilmFestival,FilmFreeway,"Deadlines for 2026 edition TBC
Check guidelines for run time requirements: https://sedonafilmfestival.com/submit-a-film/",Active,4/24/2025
Seville European Film Festival,Europe,Spain,Seville,7/11/2025,15/11/2025,9 days,http://festivalcinesevilla.eu/en,"Short Documentary,Feature Documentary","Fiction (mainly),European",,,,checked,https://vp.eventival.com/festivalcinesevilla,Eventival,"No submission information for 2026 yet.  
Short films are maximum 30 minutes and features are 50 minutes and longer. 

",Active,4/24/2025
Sheffield Doc/Fest,Europe,United Kingdom,Sheffield,18/6/2025,23/6/2025,6 days,https://sheffdocfest.com,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental,VR/AR,Live,Audio",,checked,9/2/2024,1/3/2024,,https://sheffdocfest.com/festival-entries,,"NOTE: There are separate submission deadlines for distinct programming streams. Check links below to confirm deadlines. 

For more information see: https://www.sheffdocfest.com/festival-entries ",Active,12/25/2024
Short Shorts Film Festival & Asia,Asia Pacific,Japan,Tokyo,28/5/2025,11/6/2025,15 days,https://www.shortshorts.org/index-en.php,Short Documentary,,,30/11/2024,31/1/2025,,https://app.lifelogbox.com/festival/shortshorts?tab=competition,,"Accepts films that are 25 minutes and under. 

FAQ: https://www.shortshorts.org/creators/en/faq ",Active,4/24/2025
SiciliAmbiente Documentary Film Festival,Europe,Italy,"San Vito Lo Capo, Sicily",14/7/2025,19/7/2025,6 days,https://www.festivalsiciliambiente.it/?lang=en,"Short Documentary,Mid-length Documentary,Feature Documentary","Environment,Human Rights",,30/4/2025,,,https://filmfreeway.com/SiciliAmbiente ; https://filmmakers.festhome.com/it/festival/siciliambiente-documentary-film-festival,"FilmFreeway,Festhome","Documentaries (31’ or more), Feature films (70’ or more), Short and Animated films (30’ or less) of any nationality may be submitted for the selection process.
More info: https://www.festivalsiciliambiente.it/wp-content/uploads/2025/02/Bando-Festival-SiciliAmbiente-2025-english.pdf",Active,4/24/2025
Singapore International Film Festival,Asia Pacific,Singapore,Singapore,28/11/2024,8/12/2024,11 days,sgiff.com,"Short Documentary,Mid-length Documentary,Feature Documentary",,,30/7/2024,2/8/2024,checked,https://sgiff.com/call-for-entry/,,"No info available for 2025 edition yet
Guidelines: https://sgiff.com/wp-content/uploads/2024/07/SGIFF2024-Film-Guidelines-Extended.pdf 
",Active,4/24/2025
Slamdance Film Festival,North America,USA,"Park City, UT",20/2/2025,26/2/2025,7 days,https://slamdance.com,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,12/8/2024,11/10/2024,,https://slamdance.com/festival-submit/,FilmFreeway,"No info for 2026 available yet.
Features: over 40 minutes
Shorts: under 40 minutes",Active,4/24/2025
SLIFF - St. Louis International Film Festival,North America,USA,"St. Louis, MO",6/11/2025,16/11/2025,11 days,https://sliff.cinemastlouis.org/,"Short Documentary,Mid-length Documentary,Feature Documentary",,,28/4/2025,16/7/2025,,https://filmfreeway.com/StLouisInternationalFilmFestival,FilmFreeway,"Shorts: under 40 minutes; all films over 40 minutes are features. 
",Active,4/26/2025
Sofia International Film Festival,Europe,Bulgaria,Sofia,13/3/2025,31/3/2025,19 days,https://siff.bg/en/,Feature Documentary,Fiction (mainly),,20/11/2024,1/12/2024,,,,"No info available for 2026 edition yet.
Feature documentaries and 60 minutes and longer. Separate submission deadlines for Bulgarian films. ",Active,4/26/2025
Solothurn Film Festival,Europe,Switzerland,Solothurn,21/1/2026,28/1/2026,8 days,https://www.solothurnerfilmtage.ch,"Short Documentary,Mid-length Documentary,Feature Documentary",,,19/9/2025,,,https://www.solothurnerfilmtage.ch/fr/pro-et-medias/inscription-des-films,,"Focused on Swiss films.
Deadline for shorts 19.09.25
Deadline features 3.10.25",Active,4/26/2025
South Dakota Film Festival,North America,USA,"Aberdeen, SD",12/9/2024,15/9/2024,4 days,https://www.southdakotafilmfest.org,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",,,20/4/2024,20/5/2024,,https://filmfreeway.com/SouthDakotaFilmFestival,FilmFreeway,"""Due to unforeseen circumstances, the South Dakota Film Festival will not take place in 2025.  This is certainly regrettable.  It is our hope to once again produce the SDFF in 2026, and we look forward to meeting great filmmakers and presenting outstanding films from all over South Dakota - and the world - in the future.""",Inactive,4/26/2025
Split International Festival Of New Film,Europe,Croatia,Split,12/9/2025,16/9/2025,6 days,https://www.splitfilmfestival.hr,"Short Documentary,Feature Documentary,VR/AR,Creative/Experimental",,,15/7/2025,,,https://filmfreeway.com/SPLITFILMFESTIVAL,FilmFreeway,There is no limit to the duration of films or videos. Works of all genres are welcome.,Active,4/26/2025
Stlouis' Docs - Festival international du film documentaire,Africa,Sénégal,Saint Louis,29/4/2025,3/5/2025,5 days,kdiffusion.com,"Short Documentary,Mid-length Documentary,Feature Documentary",African,,,,,,,https://www.instagram.com/stlouisdocs/,Active,4/26/2025
Stockholm International Film Festival,Europe,Sweden,Stockholm,5/11/2025,16/11/2025,12 days,https://www.stockholmfilmfestival.se/en,"Short Documentary,Feature Documentary,Series",,,7/7/2025,17/8/2025,,https://filmfreeway.com/StockholmFilmFestival,FilmFreeway,"Non-Swedish features must have a runtime of 72 minutes or longer. Non-Swedish shorts must be 30 minutes and under. 
",Active,4/26/2025
Sundance Film Festival,North America,USA,"Park City, UT",22/1/2026,1/2/2026,11 days,https://www.sundance.org/,"Short Documentary,Mid-length Documentary,Feature Documentary,Episodic",Independent film,checked,,,,https://filmfreeway.com/sundance,FilmFreeway,"Submission deadlines for 2026 TBA
Shorts: under 50 minutes
Feature: 50 minutes and longer. 
Shorts and features have separate deadlines, check guidelines: https://www.sundance.org/festivals/sundance-film-festival/submit",Active,4/26/2025
SXSW Film & TV Festival festival - South by Southwest,North America,USA,"Austin, TX",12/3/2026,18/3/2026,7 days,https://www.sxsw.com,"Short Documentary,Mid-length Documentary,Feature Documentary,VR/AR",,,,,,https://www.sxsw.com/apply/film-submissions/,,"Submission deadlines for 2026 TBA
",Active,4/26/2025
Sydney Film Festival,Asia Pacific,Australia ,Sydney,4/6/2025,15/6/2025,12 days,https://www.sff.org.au,"Short Documentary,Mid-length Documentary,Feature Documentary",,checked,28/2/2025,,,https://filmfreeway.com/SydneyFilmFestival,FilmFreeway,"Competitive sections for Australian productions. 

More info: https://www.sff.org.au/info/submissions/ ",Active,5/5/2025
Tacoma Film Festival,North America,USA,"Tacoma, WA",9/10/2025,12/10/2025,4 days,https://grandcinema.com/tacomafilmfestival/,"Short Documentary,Mid-length Documentary,Feature Documentary,VR/AR,Creative/Experimental",Independent film,,1/5/2025,1/6/2025,,https://filmfreeway.com/tff,FilmFreeway,"Short documentary is 45 minutes and under. 
Feature documentary is anything over 45 minutes. ",Active,5/5/2025
Taipei Golden Horse Film Festival,Asia Pacific,Taiwan,Taipei,6/11/2025,23/11/2025,18 days,https://www.goldenhorse.org.tw/?r=en,Feature Documentary,,,31/7/2025,,,https://www.goldenhorse.org.tw/film/about/entry/?r=en,,"Films must be min 60 min
Guidelines: https://www.goldenhorse.org.tw/awards/submission/guidelines/?r=en",Active,5/5/2025
Tallgrass Film Festival,North America,USA,"Wichita, KS",16/10/2025,19/10/2025,4 days,https://tallgrassfilm.org,"Short Documentary,Mid-length Documentary,Feature Documentary",,,15/4/2025,15/7/2025,,https://filmfreeway.com/TallgrassFilmFestival,FilmFreeway,"Shorts are under 40 minutes;

Submission guidelines: https://tallgrassfilm.org/film-festival/submit-your-film/
",Active,5/5/2025
Telluride Film Festival,North America,USA,Telluride,29/8/2025,1/9/2025,5 days,https://www.telluridefilmfestival.org,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary",,checked,1/7/2025,,,https://passes.telluridefilmfestival.org/filmsubmission,,"Student Films all lengths; Short Films up to 60 min; Feature Film (60 minutes or longer.

Guidelines: https://www.telluridefilmfestival.org/film_entry ",Active,5/5/2025
